FID,HotSpringU,Name,Label,OtherIdent,Source,SourceURI,FeatureTyp,OtherLocat,County,State,PLSS_Merid,Township,Range,Section,SectionPar,LatDegree,LongDegree,SRS,Observatio,Temperatur,Temperat_1,TempMeasur,TempMeas_1,Flow,FlowUnits,FlowMeasur,FlowMeas_1,Classifica,RelatedWat,DataEntryS,RelatedRes,TOPO100K,QUAD_NAME,WKT
146,OR_Alvord Hot Spring - A0530_DOGAMI:HA-077c2,Alvord Hot Spring - A0530,Alvord Hot Spring - A0530,HA-077c2,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,thermal,Alvord Valley,Harney,Oregon,Willamette,035S,034E,20,ABD,42.490154,-118.534118,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077c2,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077c2.pdf,Alvord Lake,Andrews,POINT (1842656.9951541771 276197.34192612639)
147,OR_Alvord Hot Spring - A0770_DOGAMI:HA-077c3,Alvord Hot Spring - A0770,Alvord Hot Spring - A0770,HA-077c3,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,thermal,Alvord Valley,Harney,Oregon,Willamette,036S,033E,1,ADA,42.445515,-118.568854,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077c3,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077c3.pdf,Alvord Lake,Andrews,POINT (1833671.0410354692 259707.12222269212)
148,OR_Alvord Hot Spring - A0040_DOGAMI:HA-077d,Alvord Hot Spring - A0040,Alvord Hot Spring - A0040,HA-077d,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.54349,-118.53395,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077d,166.6,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077d.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842236.784929625 295635.18990977638)
149,OR_Alvord Hot Spring - A0290_DOGAMI:HA-077d1,Alvord Hot Spring - A0290,Alvord Hot Spring - A0290,HA-077d1,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.54405,-118.533708,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077d1,174.4,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077d1.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842297.108920933 295840.82578599761)
150,OR_Alvord Hot Spring - A0540_DOGAMI:HA-077d2,Alvord Hot Spring - A0540,Alvord Hot Spring - A0540,HA-077d2,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,thermal,Alvord Valley,Harney,Oregon,Willamette,035S,034E,20,ABD,42.489852,-118.533781,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077d2,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077d2.pdf,Alvord Lake,Andrews,POINT (1842750.5232089399 276089.46265213389)
151,OR_Alvord Hot Spring - A0780_DOGAMI:HA-077d3,Alvord Hot Spring - A0780,Alvord Hot Spring - A0780,HA-077d3,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,thermal,Alvord Valley,Harney,Oregon,Willamette,036S,033E,1,ADA,42.445474,-118.569206,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077d3,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077d3.pdf,Alvord Lake,Andrews,POINT (1833576.3842173514 259689.94554331747)
152,OR_Alvord Hot Spring - A0050_DOGAMI:HA-077e,Alvord Hot Spring - A0050,Alvord Hot Spring - A0050,HA-077e,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.543507,-118.533939,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077e,165.9,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077e.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842239.6007471653 295641.45600590354)
153,OR_Alvord Hot Spring - A0300_DOGAMI:HA-077e1,Alvord Hot Spring - A0300,Alvord Hot Spring - A0300,HA-077e1,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.544068,-118.533698,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077e1,175.6,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077e1.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842299.6464939197 295847.44985150895)
154,OR_Alvord Hot Spring - A0550_DOGAMI:HA-077e2,Alvord Hot Spring - A0550,Alvord Hot Spring - A0550,HA-077e2,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,thermal,Alvord Valley,Harney,Oregon,Willamette,035S,034E,20,ABD,42.489678,-118.533996,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077e2,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077e2.pdf,Alvord Lake,Andrews,POINT (1842694.0541606629 276024.66390518902)
155,OR_Alvord Hot Spring - A0790_DOGAMI:HA-077e3,Alvord Hot Spring - A0790,Alvord Hot Spring - A0790,HA-077e3,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,thermal,Alvord Valley,Harney,Oregon,Willamette,035S,034E,5,CBD,42.528004,-118.546202,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077e3,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077e3.pdf,Steens Mountain,Alvord Hot Springs,POINT (1839069.5254402503 289912.95345059136)
156,OR_Alvord Hot Spring - A0060_DOGAMI:HA-077f,Alvord Hot Spring - A0060,Alvord Hot Spring - A0060,HA-077f,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.543526,-118.53394,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077f,160.7,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077f.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842239.1654420022 295648.37348917825)
157,OR_Alvord Hot Spring - A0310_DOGAMI:HA-077f1,Alvord Hot Spring - A0310,Alvord Hot Spring - A0310,HA-077f1,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.544114,-118.533625,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077f1,166.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077f1.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842318.9162230766 295864.6842706863)
158,OR_Alvord Hot Spring - A0560_DOGAMI:HA-077f2,Alvord Hot Spring - A0560,Alvord Hot Spring - A0560,HA-077f2,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,thermal,Alvord Valley,Harney,Oregon,Willamette,035S,034E,20,ADC,42.4871,-118.532218,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077f2,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077f2.pdf,Alvord Lake,Andrews,POINT (1843196.1213911732 275096.66786655318)
159,OR_Alvord Hot Spring - A0070_DOGAMI:HA-077g,Alvord Hot Spring - A0070,Alvord Hot Spring - A0070,HA-077g,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.543525,-118.533916,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077g,172.4,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077g.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842245.641499798 295648.16396931867)
160,OR_Alvord Hot Spring - A0320_DOGAMI:HA-077g1,Alvord Hot Spring - A0320,Alvord Hot Spring - A0320,HA-077g1,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.544133,-118.533564,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077g1,163,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077g1.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842335.1879937656 295872.00196755049)
161,OR_Alvord Hot Spring - A0570_DOGAMI:HA-077g2,Alvord Hot Spring - A0570,Alvord Hot Spring - A0570,HA-077g2,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,thermal,Alvord Valley,Harney,Oregon,Willamette,035S,034E,20,ADC,42.487065,-118.53212,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077g2,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077g2.pdf,Alvord Lake,Andrews,POINT (1843222.8599549055 275084.54665740253)
162,OR_Alvord Hot Spring - A0080_DOGAMI:HA-077h,Alvord Hot Spring - A0080,Alvord Hot Spring - A0080,HA-077h,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.543555,-118.533758,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077h,173,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077h.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842287.9562203407 295660.11629282468)
163,OR_Alvord Hot Spring - A0330_DOGAMI:HA-077h1,Alvord Hot Spring - A0330,Alvord Hot Spring - A0330,HA-077h1,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.544197,-118.533517,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077h1,160.7,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077h1.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842347.2943374785 295895.62809408281)
164,OR_Alvord Hot Spring - A0580_DOGAMI:HA-077h2,Alvord Hot Spring - A0580,Alvord Hot Spring - A0580,HA-077h2,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,thermal,Alvord Valley,Harney,Oregon,Willamette,035S,034E,20,ADC,42.487021,-118.532045,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077h2,-999, , , ,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077h2.pdf,Alvord Lake,Andrews,POINT (1843243.4735564231 275068.99693329068)
165,OR_Alvord Hot Spring - A0090_DOGAMI:HA-077i,Alvord Hot Spring - A0090,Alvord Hot Spring - A0090,HA-077i,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.543544,-118.533879,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077i,174,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077i.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842255.4461282541 295655.3267110188)
166,OR_Alvord Hot Spring - A0340_DOGAMI:HA-077i1,Alvord Hot Spring - A0340,Alvord Hot Spring - A0340,HA-077i1,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,DBA,42.543172,-118.534078,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077i1,149,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077i1.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842205.067809867 295518.47896645614)
167,OR_Alvord Hot Spring - A0100_DOGAMI:HA-077j,Alvord Hot Spring - A0100,Alvord Hot Spring - A0100,HA-077j,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,ACD,42.543553,-118.533916,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077j,173.8,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077j.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842245.397111332 295658.36766621051)
168,OR_Alvord Hot Spring - A0350_DOGAMI:HA-077j1,Alvord Hot Spring - A0350,Alvord Hot Spring - A0350,HA-077j1,"University of Idaho, Department of Geological Sciences, Moscow, Idaho EPSCoR ""Biocomplexity in Extreme Environments"": University of Idaho, Moscow, ID",http://www.uidaho.edu/biogeochemistry/data.html,hot,Alvord Valley,Harney,Oregon,Willamette,034S,034E,32,DBA,42.543119,-118.534064,EPSG:4326,http://www.oregongeology.org/gtilo/ngds/sprg/HA-077j1,165.2,Farenheit,spot measurement,correctness date is time of publication by default,-999, , , ,0, ,"Clark Niewendorp, 2006 (update, 2010); Industrial Minerals Geologist, Oregon Department of Geology and Mineral Industries; clark.niewendorp@dogami.state.or.us",http://www.oregongeology.org/gtilo/ngds/sprg/HA-077j1.pdf,Steens Mountain,Alvord Hot Springs,POINT (1842209.3029986785 295499.25517358049)
